pupilid,schoolid,district,zone,tracking_assigned,tracking_actual,girl,w_correct,w_incorrect,w_missing,s_correct,s_incorrect,s_missing,a1_correct,a2_correct,a3_correct,a4_correct,a5_correct,a6_correct,a7_correct,a8_correct,spelling_correct,total_score,letter_grade,z_score,avg.yrstaught,total_math_score,d.zoneBUTERE EAST,d.zoneBUTERE WEST,d.zoneKABULA,d.zoneKHWISERO WEST,d.zoneMATUNGU,d.zoneMUMIAS EAST,d.zoneMUNICIPALITY,d.zoneSANGALO,d.zoneSOUTH WANGA
4951100,495,BUNGOMA,SANGALO,0,0,1,8,16,0,14,20,6,3,3,1,2,2,0,0,0,4,37,D,0.16748217,NA,11,0,0,0,0,0,0,0,1,0
4951104,495,BUNGOMA,SANGALO,0,1,1,8,16,0,4,11,25,1,3,1,2,0,0,0,0,1,20,D,-0.87573681,NA,7,0,0,0,0,0,0,0,1,0
4951120,495,BUNGOMA,SANGALO,0,0,1,8,16,0,16,24,0,1,1,0,0,0,0,0,0,0,26,D,-0.50754187,NA,2,0,0,0,0,0,0,0,1,0
4951137,495,BUNGOMA,SANGALO,0,1,1,8,16,0,20,10,10,1,1,0,0,0,0,0,0,0,30,D,-0.26207858,NA,2,0,0,0,0,0,0,0,1,0
4951153,495,BUNGOMA,SANGALO,0,0,1,8,16,0,11,4,25,0,1,0,0,0,0,0,0,0,20,D,-0.87573681,NA,1,0,0,0,0,0,0,0,1,0
4951591,495,BUNGOMA,SANGALO,0,0,1,8,16,0,16,24,0,1,3,1,0,0,0,0,0,1,30,D,-0.26207858,NA,5,0,0,0,0,0,0,0,1,0
4961043,496,BUNGOMA,SANGALO,0,0,0,8,16,0,18,22,0,3,1,0,0,0,0,0,0,2,32,D,-0.13934694,15.571429,4,0,0,0,0,0,0,0,1,0
4981001,498,BUNGOMA,SANGALO,1,1,0,8,8,8,5,4,31,2,3,2,2,0,0,0,0,3,25,D,-0.56890769,NA,9,0,0,0,0,0,0,0,1,0
4981005,498,BUNGOMA,SANGALO,1,1,1,8,12,4,10,7,23,2,3,0,1,0,0,0,0,1,25,D,-0.56890769,NA,6,0,0,0,0,0,0,0,1,0
4981034,498,BUNGOMA,SANGALO,1,1,1,8,16,0,20,16,4,0,0,0,0,0,0,0,0,1,29,D,-0.32344441,NA,0,0,0,0,0,0,0,0,1,0
4981079,498,BUNGOMA,SANGALO,1,1,1,8,6,10,8,7,25,3,3,1,1,0,0,0,0,1,25,D,-0.56890769,NA,8,0,0,0,0,0,0,0,1,0
4981089,498,BUNGOMA,SANGALO,1,0,NA,8,6,10,8,7,25,3,3,1,2,1,0,1,0,1,28,D,-0.38481023,NA,12,0,0,0,0,0,0,0,1,0
5001006,500,BUNGOMA,SANGALO,1,1,1,8,13,3,13,4,23,3,3,1,0,0,0,0,0,4,32,D,-0.13934694,2.333333,7,0,0,0,0,0,0,0,1,0
5001018,500,BUNGOMA,SANGALO,1,1,0,8,16,0,10,13,17,3,2,0,1,0,0,0,0,1,25,D,-0.56890769,2.333333,6,0,0,0,0,0,0,0,1,0
5001022,500,BUNGOMA,SANGALO,1,1,0,8,16,0,9,8,23,3,3,1,0,0,0,0,0,3,27,D,-0.44617605,2.333333,7,0,0,0,0,0,0,0,1,0
5001033,500,BUNGOMA,SANGALO,1,1,1,8,16,0,6,9,25,2,3,0,2,0,1,0,0,6,28,D,-0.38481023,2.333333,8,0,0,0,0,0,0,0,1,0
5001073,500,BUNGOMA,SANGALO,1,1,0,8,16,0,7,8,25,3,2,3,2,0,2,2,0,2,31,D,-0.20071276,2.333333,16,0,0,0,0,0,0,0,1,0
6661001,666,BUTERE/M,BUTERE EAST,1,1,1,8,16,0,4,5,31,1,1,0,0,0,0,0,0,1,15,F,-1.18256592,9.9375,2,1,0,0,0,0,0,0,0,0
6681055,668,BUTERE/M,BUTERE EAST,0,0,1,8,4,12,20,10,10,3,3,2,1,0,0,0,0,0,37,D,0.16748217,4.875,9,1,0,0,0,0,0,0,0,0
6681106,668,BUTERE/M,BUTERE EAST,0,0,0,8,16,0,17,17,6,3,3,3,2,3,0,0,0,1,40,C,0.35157964,4.875,14,1,0,0,0,0,0,0,0,0
6701018,670,BUTERE/M,BUTERE EAST,0,0,0,8,16,0,19,11,10,3,3,0,2,0,0,0,0,1,36,D,0.10611635,7.25,8,1,0,0,0,0,0,0,0,0
6701044,670,BUTERE/M,BUTERE EAST,0,1,1,8,16,0,24,16,0,3,2,0,0,0,0,0,0,3,40,C,0.35157964,7.25,5,1,0,0,0,0,0,0,0,0
6751036,675,BUTERE/M,BUTERE EAST,1,0,1,8,16,0,17,8,15,3,3,1,1,1,1,0,0,3,38,D,0.22884799,NA,10,1,0,0,0,0,0,0,0,0
6751043,675,BUTERE/M,BUTERE EAST,1,0,1,8,16,0,25,15,0,1,1,0,0,0,1,0,0,2,38,D,0.22884799,NA,3,1,0,0,0,0,0,0,0,0
6761005,676,BUTERE/M,BUTERE EAST,0,0,0,8,16,0,18,12,10,3,3,1,1,2,0,0,0,4,40,C,0.35157964,12.9375,10,1,0,0,0,0,0,0,0,0
6761008,676,BUTERE/M,BUTERE EAST,0,0,0,8,16,0,7,8,25,2,2,0,0,0,0,0,0,0,19,F,-0.93710263,12.9375,4,1,0,0,0,0,0,0,0,0
6761027,676,BUTERE/M,BUTERE EAST,0,1,0,8,7,9,1,5,34,2,1,0,0,0,0,0,0,4,16,F,-1.12120009,12.9375,3,1,0,0,0,0,0,0,0,0
6761043,676,BUTERE/M,BUTERE EAST,0,0,1,8,16,0,19,11,10,2,3,1,0,0,0,0,0,1,34,D,-0.01661529,12.9375,6,1,0,0,0,0,0,0,0,0
6761056,676,BUTERE/M,BUTERE EAST,0,0,1,8,16,0,6,9,25,3,3,0,0,0,0,0,0,0,20,D,-0.87573681,12.9375,6,1,0,0,0,0,0,0,0,0
6781008,678,BUTERE/M,BUTERE EAST,1,1,0,8,7,9,2,6,32,0,1,0,0,0,0,0,0,1,12,F,-1.36666338,6.3,1,1,0,0,0,0,0,0,0,0
6781014,678,BUTERE/M,BUTERE EAST,1,1,0,8,4,12,8,7,25,0,0,0,0,0,0,0,0,1,17,F,-1.05983427,6.3,0,1,0,0,0,0,0,0,0,0
6801009,680,BUTERE/M,BUTERE EAST,1,1,1,8,11,5,18,13,9,3,2,1,2,0,1,1,0,3,39,D,0.29021382,13,11,1,0,0,0,0,0,0,0,0
6801018,680,BUTERE/M,BUTERE EAST,1,1,0,8,16,0,18,12,10,2,3,0,0,0,1,0,0,1,33,D,-0.07798112,13,6,1,0,0,0,0,0,0,0,0
6851007,685,BUTERE/M,BUTERE EAST,1,1,1,8,16,0,7,5,28,0,0,0,0,0,0,0,0,1,16,F,-1.12120009,NA,0,1,0,0,0,0,0,0,0,0
6851060,685,BUTERE/M,BUTERE EAST,1,1,0,8,16,0,10,5,25,3,3,0,2,0,1,0,0,5,32,D,-0.13934694,NA,9,1,0,0,0,0,0,0,0,0
6851073,685,BUTERE/M,BUTERE EAST,1,1,1,8,16,0,3,5,32,0,0,0,0,1,0,0,0,3,15,F,-1.18256592,NA,1,1,0,0,0,0,0,0,0,0
6871002,687,BUTERE/M,BUTERE EAST,1,0,NA,8,16,0,16,24,0,3,3,0,2,1,1,0,0,1,35,D,0.04475053,6.583333,10,1,0,0,0,0,0,0,0,0
6871006,687,BUTERE/M,BUTERE EAST,1,1,1,8,16,0,23,17,0,2,2,1,1,0,1,0,0,7,45,C,0.65840875,6.583333,7,1,0,0,0,0,0,0,0,0
6871010,687,BUTERE/M,BUTERE EAST,1,1,1,8,4,12,7,8,25,2,1,1,0,0,0,0,0,1,20,D,-0.87573681,6.583333,4,1,0,0,0,0,0,0,0,0
6871012,687,BUTERE/M,BUTERE EAST,1,1,0,8,16,0,20,20,0,0,1,0,1,0,0,0,0,1,31,D,-0.20071276,6.583333,2,1,0,0,0,0,0,0,0,0
6871017,687,BUTERE/M,BUTERE EAST,1,1,1,8,16,0,23,17,0,2,3,0,0,0,0,0,0,1,37,D,0.16748217,6.583333,5,1,0,0,0,0,0,0,0,0
6871020,687,BUTERE/M,BUTERE EAST,1,1,1,8,16,0,18,12,10,2,2,0,0,0,0,0,0,3,33,D,-0.07798112,6.583333,4,1,0,0,0,0,0,0,0,0
6871023,687,BUTERE/M,BUTERE EAST,1,1,1,8,16,0,19,11,10,3,2,1,0,0,0,0,0,6,39,D,0.29021382,6.583333,6,1,0,0,0,0,0,0,0,0
6871026,687,BUTERE/M,BUTERE EAST,1,1,0,8,16,0,23,17,0,3,2,1,1,2,0,0,0,2,42,C,0.47431128,6.583333,9,1,0,0,0,0,0,0,0,0
6871036,687,BUTERE/M,BUTERE EAST,1,1,1,8,16,0,23,17,0,3,3,0,2,1,1,1,0,2,44,C,0.59704293,6.583333,12,1,0,0,0,0,0,0,0,0
6871043,687,BUTERE/M,BUTERE EAST,1,1,0,8,16,0,16,24,0,3,2,1,0,2,1,0,0,1,34,D,-0.01661529,6.583333,9,1,0,0,0,0,0,0,0,0
6871044,687,BUTERE/M,BUTERE EAST,1,1,1,8,16,0,19,11,10,3,3,0,2,0,0,0,0,6,41,C,0.41294546,6.583333,8,1,0,0,0,0,0,0,0,0
6871060,687,BUTERE/M,BUTERE EAST,1,1,1,8,16,0,8,7,25,3,2,2,0,0,0,0,0,1,24,D,-0.63027352,6.583333,7,1,0,0,0,0,0,0,0,0
6871082,687,BUTERE/M,BUTERE EAST,1,1,1,8,16,0,15,25,0,2,3,0,2,1,1,0,0,10,42,C,0.47431128,6.583333,9,1,0,0,0,0,0,0,0,0
6871090,687,BUTERE/M,BUTERE EAST,1,1,0,8,16,0,23,17,0,3,3,1,2,3,1,0,0,5,49,C,0.90387204,6.583333,13,1,0,0,0,0,0,0,0,0
6911004,691,BUTERE/M,BUTERE EAST,1,1,1,8,16,0,17,23,0,2,1,0,0,0,0,0,0,2,30,D,-0.26207858,NA,3,1,0,0,0,0,0,0,0,0
6911010,691,BUTERE/M,BUTERE EAST,1,1,0,8,16,0,4,26,10,0,1,0,0,0,0,0,0,1,14,F,-1.24393174,NA,1,1,0,0,0,0,0,0,0,0
6911015,691,BUTERE/M,BUTERE EAST,1,1,1,8,16,0,9,13,18,3,2,0,0,0,0,0,0,2,24,D,-0.63027352,NA,5,1,0,0,0,0,0,0,0,0
6911020,691,BUTERE/M,BUTERE EAST,1,1,0,8,16,0,4,11,25,3,3,3,1,2,1,0,0,3,28,D,-0.38481023,NA,13,1,0,0,0,0,0,0,0,0
6911021,691,BUTERE/M,BUTERE EAST,1,1,0,8,5,11,3,2,35,3,0,0,0,0,0,0,0,1,15,F,-1.18256592,NA,3,1,0,0,0,0,0,0,0,0
6911034,691,BUTERE/M,BUTERE EAST,1,1,1,8,16,0,16,24,0,2,2,0,1,0,0,0,0,1,30,D,-0.26207858,NA,5,1,0,0,0,0,0,0,0,0
6911043,691,BUTERE/M,BUTERE EAST,1,0,1,8,16,0,15,15,10,1,1,0,1,0,0,0,0,1,27,D,-0.44617605,NA,3,1,0,0,0,0,0,0,0,0
6911053,691,BUTERE/M,BUTERE EAST,1,1,1,8,16,0,13,14,13,2,2,1,2,0,0,0,0,1,29,D,-0.32344441,NA,7,1,0,0,0,0,0,0,0,0
6911065,691,BUTERE/M,BUTERE EAST,1,1,0,8,16,0,17,23,0,1,3,1,2,0,1,1,0,2,36,D,0.10611635,NA,10,1,0,0,0,0,0,0,0,0
6921010,692,BUTERE/M,BUTERE EAST,1,1,1,8,16,0,4,2,34,3,2,0,0,0,0,0,0,10,27,D,-0.44617605,20.916667,5,1,0,0,0,0,0,0,0,0
6921024,692,BUTERE/M,BUTERE EAST,1,1,1,8,16,0,16,14,10,3,3,1,1,0,0,0,0,2,34,D,-0.01661529,20.916667,8,1,0,0,0,0,0,0,0,0
6931011,693,BUTERE/M,BUTERE EAST,0,1,0,8,16,0,11,11,18,2,0,0,0,0,0,0,0,0,21,D,-0.81437098,18.722222,2,1,0,0,0,0,0,0,0,0
6931014,693,BUTERE/M,BUTERE EAST,0,1,0,8,16,0,19,11,10,2,0,0,0,0,0,0,0,0,29,D,-0.32344441,18.722222,2,1,0,0,0,0,0,0,0,0
6931029,693,BUTERE/M,BUTERE EAST,0,0,0,8,16,0,13,6,21,0,0,0,0,0,0,0,0,0,21,D,-0.81437098,18.722222,0,1,0,0,0,0,0,0,0,0
6931033,693,BUTERE/M,BUTERE EAST,0,0,0,8,16,0,12,5,23,3,3,2,2,3,1,0,0,0,34,D,-0.01661529,18.722222,14,1,0,0,0,0,0,0,0,0
6931037,693,BUTERE/M,BUTERE EAST,0,0,1,8,16,0,8,7,25,2,2,1,1,1,0,0,0,2,25,D,-0.56890769,18.722222,7,1,0,0,0,0,0,0,0,0
6951016,695,BUTERE/M,BUTERE EAST,1,1,1,8,4,12,7,7,26,3,3,1,0,1,0,0,0,3,26,D,-0.50754187,NA,8,1,0,0,0,0,0,0,0,0
6951046,695,BUTERE/M,BUTERE EAST,1,1,0,8,4,12,6,3,31,1,0,0,1,0,1,0,0,1,18,F,-0.99846845,NA,3,1,0,0,0,0,0,0,0,0
6951063,695,BUTERE/M,BUTERE EAST,1,1,0,8,7,9,3,2,35,3,3,1,1,0,0,0,0,6,25,D,-0.56890769,NA,8,1,0,0,0,0,0,0,0,0
6991003,699,BUTERE/M,BUTERE WEST,1,1,0,8,16,0,21,19,0,3,3,0,2,3,2,0,0,3,45,C,0.65840875,NA,13,0,1,0,0,0,0,0,0,0
6991005,699,BUTERE/M,BUTERE WEST,1,1,0,8,16,0,19,20,1,3,3,1,0,3,1,0,0,1,39,D,0.29021382,NA,11,0,1,0,0,0,0,0,0,0
6991040,699,BUTERE/M,BUTERE WEST,1,1,0,8,16,0,19,21,0,2,1,3,0,0,1,0,0,1,35,D,0.04475053,NA,7,0,1,0,0,0,0,0,0,0
7091008,709,BUTERE/M,BUTERE WEST,0,0,0,8,16,0,23,17,0,3,3,1,0,0,0,0,0,1,39,D,0.29021382,14.035714,7,0,1,0,0,0,0,0,0,0
7091015,709,BUTERE/M,BUTERE WEST,0,0,0,8,16,0,18,12,10,3,2,0,1,0,0,0,0,0,32,D,-0.13934694,14.035714,6,0,1,0,0,0,0,0,0,0
7091023,709,BUTERE/M,BUTERE WEST,0,0,0,8,16,0,11,19,10,0,0,0,0,0,0,0,0,0,19,F,-0.93710263,14.035714,0,0,1,0,0,0,0,0,0,0
7091025,709,BUTERE/M,BUTERE WEST,0,0,0,8,16,0,18,12,10,0,3,1,2,2,0,0,0,2,36,D,0.10611635,14.035714,8,0,1,0,0,0,0,0,0,0
7091037,709,BUTERE/M,BUTERE WEST,0,0,1,8,16,0,19,11,10,3,3,0,0,0,0,0,0,0,33,D,-0.07798112,14.035714,6,0,1,0,0,0,0,0,0,0
7091044,709,BUTERE/M,BUTERE WEST,0,0,1,8,16,0,11,19,10,3,2,1,0,0,1,1,0,0,27,D,-0.44617605,14.035714,9,0,1,0,0,0,0,0,0,0
7101012,710,BUTERE/M,BUTERE WEST,0,0,0,8,4,12,4,3,33,3,2,1,2,2,0,0,0,1,23,D,-0.69163934,NA,10,0,1,0,0,0,0,0,0,0
7101041,710,BUTERE/M,BUTERE WEST,0,0,0,8,16,0,19,18,3,2,0,0,0,0,0,0,0,0,29,D,-0.32344441,NA,2,0,1,0,0,0,0,0,0,0
7101045,710,BUTERE/M,BUTERE WEST,0,0,0,8,16,0,20,20,0,1,1,0,0,0,0,0,0,0,30,D,-0.26207858,NA,2,0,1,0,0,0,0,0,0,0
7101048,710,BUTERE/M,BUTERE WEST,0,0,0,8,14,2,14,10,16,3,1,1,0,0,1,0,0,0,28,D,-0.38481023,NA,6,0,1,0,0,0,0,0,0,0
7111005,711,BUTERE/M,BUTERE WEST,1,1,0,8,8,8,9,11,20,3,2,1,1,3,0,0,0,1,28,D,-0.38481023,13.5,10,0,1,0,0,0,0,0,0,0
7121002,712,BUTERE/M,BUTERE WEST,1,1,1,8,10,6,8,5,27,0,0,0,0,0,0,0,0,1,17,F,-1.05983427,14.9,0,0,1,0,0,0,0,0,0,0
7121018,712,BUTERE/M,BUTERE WEST,1,0,1,8,16,0,28,12,0,0,0,0,0,0,0,0,0,1,37,D,0.16748217,14.9,0,0,1,0,0,0,0,0,0,0
7121024,712,BUTERE/M,BUTERE WEST,1,0,0,8,10,6,26,14,0,2,2,0,0,0,0,0,0,1,39,D,0.29021382,14.9,4,0,1,0,0,0,0,0,0,0
7151012,715,BUTERE/M,BUTERE WEST,0,0,0,8,16,0,21,19,0,3,3,0,0,2,0,0,0,0,37,D,0.16748217,15.611111,8,0,1,0,0,0,0,0,0,0
7151022,715,BUTERE/M,BUTERE WEST,0,0,0,8,16,0,7,8,25,3,3,0,2,0,0,0,0,0,23,D,-0.69163934,15.611111,8,0,1,0,0,0,0,0,0,0
7151024,715,BUTERE/M,BUTERE WEST,0,0,0,8,16,0,11,19,10,3,2,0,0,0,0,0,0,0,24,D,-0.63027352,15.611111,5,0,1,0,0,0,0,0,0,0
7151025,715,BUTERE/M,BUTERE WEST,0,0,0,8,16,0,8,7,25,3,3,0,0,0,1,1,0,0,24,D,-0.63027352,15.611111,9,0,1,0,0,0,0,0,0,0
7151038,715,BUTERE/M,BUTERE WEST,0,0,1,8,16,0,9,6,25,3,3,2,2,2,1,0,0,1,31,D,-0.20071276,15.611111,13,0,1,0,0,0,0,0,0,0
7151044,715,BUTERE/M,BUTERE WEST,0,0,1,8,16,0,7,8,25,3,2,1,2,2,1,1,0,0,27,D,-0.44617605,15.611111,13,0,1,0,0,0,0,0,0,0
7151045,715,BUTERE/M,BUTERE WEST,0,0,1,8,16,0,19,11,10,3,2,1,2,0,0,0,0,0,35,D,0.04475053,15.611111,8,0,1,0,0,0,0,0,0,0
7151059,715,BUTERE/M,BUTERE WEST,0,1,1,8,7,9,16,14,10,3,3,0,0,0,1,0,0,5,36,D,0.10611635,15.611111,7,0,1,0,0,0,0,0,0,0
7151072,715,BUTERE/M,BUTERE WEST,0,0,1,8,16,0,17,13,10,3,2,1,0,0,0,0,0,0,31,D,-0.20071276,15.611111,6,0,1,0,0,0,0,0,0,0
7161009,716,BUTERE/M,BUTERE WEST,0,0,0,8,16,0,17,13,10,1,1,0,0,0,0,0,0,0,27,D,-0.44617605,NA,2,0,1,0,0,0,0,0,0,0
7161063,716,BUTERE/M,BUTERE WEST,0,1,1,8,16,0,2,5,33,3,2,2,2,2,2,0,0,2,25,D,-0.56890769,NA,13,0,1,0,0,0,0,0,0,0
7161072,716,BUTERE/M,BUTERE WEST,0,0,1,8,10,6,9,9,22,0,0,0,0,0,0,0,0,0,17,F,-1.05983427,NA,0,0,1,0,0,0,0,0,0,0
7161102,716,BUTERE/M,BUTERE WEST,0,0,0,8,9,7,11,19,10,1,3,0,0,0,0,0,0,1,24,D,-0.63027352,NA,4,0,1,0,0,0,0,0,0,0
7171021,717,BUTERE/M,BUTERE WEST,1,1,0,8,8,8,9,6,25,3,3,0,0,0,0,0,0,2,25,D,-0.56890769,9.444444,6,0,1,0,0,0,0,0,0,0
7171042,717,BUTERE/M,BUTERE WEST,1,1,0,8,16,0,10,13,17,2,2,1,2,0,1,0,0,1,27,D,-0.44617605,9.444444,8,0,1,0,0,0,0,0,0,0
7191003,719,BUTERE/M,BUTERE WEST,0,0,1,8,16,0,24,16,0,3,3,1,1,2,1,1,0,2,46,C,0.71977457,11.4,13,0,1,0,0,0,0,0,0,0
7191008,719,BUTERE/M,BUTERE WEST,0,0,1,8,16,0,19,21,0,1,2,0,0,0,0,0,0,0,30,D,-0.26207858,11.4,3,0,1,0,0,0,0,0,0,0
7191018,719,BUTERE/M,BUTERE WEST,0,0,1,8,16,0,17,17,6,2,2,1,2,0,1,0,0,0,33,D,-0.07798112,11.4,8,0,1,0,0,0,0,0,0,0
7191022,719,BUTERE/M,BUTERE WEST,0,0,0,8,16,0,17,9,14,3,3,1,2,3,1,0,0,1,39,D,0.29021382,11.4,13,0,1,0,0,0,0,0,0,0
7201059,720,BUTERE/M,BUTERE WEST,0,0,1,8,16,0,12,3,25,0,1,0,0,0,0,0,0,0,21,D,-0.81437098,7.6,1,0,1,0,0,0,0,0,0,0
7201062,720,BUTERE/M,BUTERE WEST,0,0,1,8,16,0,19,11,10,3,3,0,0,0,0,0,0,0,33,D,-0.07798112,7.6,6,0,1,0,0,0,0,0,0,0
7201066,720,BUTERE/M,BUTERE WEST,0,0,1,8,16,0,6,9,25,2,3,0,0,0,0,0,0,0,19,F,-0.93710263,7.6,5,0,1,0,0,0,0,0,0,0
7221003,722,BUTERE/M,BUTERE WEST,0,0,0,8,16,0,17,23,0,3,3,1,2,3,1,0,0,0,38,D,0.22884799,13.375,13,0,1,0,0,0,0,0,0,0
7221014,722,BUTERE/M,BUTERE WEST,0,0,0,8,16,0,24,16,0,3,3,3,2,0,0,0,0,0,43,C,0.5356771,13.375,11,0,1,0,0,0,0,0,0,0
7221030,722,BUTERE/M,BUTERE WEST,0,0,1,8,16,0,22,18,0,2,0,0,0,0,0,0,0,0,32,D,-0.13934694,13.375,2,0,1,0,0,0,0,0,0,0
7221054,722,BUTERE/M,BUTERE WEST,0,1,1,8,16,0,10,4,26,3,3,0,2,1,0,0,0,0,27,D,-0.44617605,13.375,9,0,1,0,0,0,0,0,0,0
7221055,722,BUTERE/M,BUTERE WEST,0,0,1,8,4,12,11,4,25,1,2,0,0,0,0,0,0,0,22,D,-0.75300516,13.375,3,0,1,0,0,0,0,0,0,0
7221059,722,BUTERE/M,BUTERE WEST,0,0,1,8,16,0,24,16,0,3,1,0,0,0,0,0,0,0,36,D,0.10611635,13.375,4,0,1,0,0,0,0,0,0,0
7231014,723,BUTERE/M,BUTERE WEST,1,1,1,8,14,2,12,9,19,0,0,0,0,0,1,0,0,1,22,D,-0.75300516,12.5,1,0,1,0,0,0,0,0,0,0
7231039,723,BUTERE/M,BUTERE WEST,1,1,0,8,4,12,14,16,10,2,2,2,2,2,0,0,0,3,35,D,0.04475053,12.5,10,0,1,0,0,0,0,0,0,0
7231043,723,BUTERE/M,BUTERE WEST,1,1,0,8,7,9,6,2,32,0,0,0,0,0,0,0,0,1,15,F,-1.18256592,12.5,0,0,1,0,0,0,0,0,0,0
7231103,723,BUTERE/M,BUTERE WEST,1,0,1,8,16,0,3,4,33,3,3,1,2,0,1,1,0,2,24,D,-0.63027352,12.5,12,0,1,0,0,0,0,0,0,0
7251010,725,BUTERE/M,BUTERE WEST,1,1,0,8,16,0,19,11,10,0,0,0,0,0,0,0,0,1,28,D,-0.38481023,NA,0,0,1,0,0,0,0,0,0,0
7251017,725,BUTERE/M,BUTERE WEST,1,1,1,8,4,12,9,1,30,3,3,3,2,3,0,0,0,7,38,D,0.22884799,NA,14,0,1,0,0,0,0,0,0,0
7251026,725,BUTERE/M,BUTERE WEST,1,1,1,8,16,0,11,4,25,3,3,1,2,2,0,0,0,2,32,D,-0.13934694,NA,11,0,1,0,0,0,0,0,0,0
7251028,725,BUTERE/M,BUTERE WEST,1,1,0,8,4,12,13,2,25,3,2,0,0,0,0,0,0,9,35,D,0.04475053,NA,5,0,1,0,0,0,0,0,0,0
7251037,725,BUTERE/M,BUTERE WEST,1,1,1,8,16,0,14,2,24,3,3,1,1,2,1,0,0,2,35,D,0.04475053,NA,11,0,1,0,0,0,0,0,0,0
7321024,732,BUTERE/M,BUTERE WEST,0,0,1,8,8,8,7,8,25,1,2,0,1,1,0,0,0,1,21,D,-0.81437098,12.9,5,0,1,0,0,0,0,0,0,0
7321025,732,BUTERE/M,BUTERE WEST,0,0,1,8,5,11,10,13,17,1,0,0,0,0,0,0,0,0,19,F,-0.93710263,12.9,1,0,1,0,0,0,0,0,0,0
7321038,732,BUTERE/M,BUTERE WEST,0,0,0,8,7,9,1,4,35,3,1,0,2,0,0,0,0,0,15,F,-1.18256592,12.9,6,0,1,0,0,0,0,0,0,0
7321062,732,BUTERE/M,BUTERE WEST,0,0,1,8,5,11,4,1,35,2,3,0,0,0,1,0,0,1,19,F,-0.93710263,12.9,6,0,1,0,0,0,0,0,0,0
7341004,734,BUTERE/M,BUTERE WEST,1,1,1,8,16,0,8,16,16,2,1,0,0,0,0,0,0,2,21,D,-0.81437098,7.555556,3,0,1,0,0,0,0,0,0,0
7341042,734,BUTERE/M,BUTERE WEST,1,1,0,8,16,0,19,11,10,1,3,3,1,2,1,0,0,1,39,D,0.29021382,7.555556,11,0,1,0,0,0,0,0,0,0
7351006,735,BUTERE/M,BUTERE WEST,1,1,1,8,16,0,23,17,0,3,1,0,0,0,0,0,0,1,36,D,0.10611635,6.666667,4,0,1,0,0,0,0,0,0,0
7351009,735,BUTERE/M,BUTERE WEST,1,1,1,8,16,0,18,12,10,0,0,0,0,0,0,0,0,1,27,D,-0.44617605,6.666667,0,0,1,0,0,0,0,0,0,0
7351010,735,BUTERE/M,BUTERE WEST,1,1,0,8,16,0,19,11,10,0,0,0,0,0,0,0,0,1,28,D,-0.38481023,6.666667,0,0,1,0,0,0,0,0,0,0
7351025,735,BUTERE/M,BUTERE WEST,1,1,1,8,16,0,21,9,10,3,3,3,2,3,2,1,0,1,47,C,0.78114039,6.666667,18,0,1,0,0,0,0,0,0,0
7351028,735,BUTERE/M,BUTERE WEST,1,1,0,8,16,0,11,19,10,3,2,1,1,2,0,0,0,1,29,D,-0.32344441,6.666667,9,0,1,0,0,0,0,0,0,0
7351059,735,BUTERE/M,BUTERE WEST,1,1,0,8,16,0,19,21,0,3,2,1,2,3,1,0,0,1,40,C,0.35157964,6.666667,12,0,1,0,0,0,0,0,0,0
7351087,735,BUTERE/M,BUTERE WEST,1,1,1,8,16,0,30,0,10,3,3,2,2,3,2,1,0,9,63,B,1.76299355,6.666667,17,0,1,0,0,0,0,0,0,0
7391005,739,BUTERE/M,BUTERE WEST,0,1,0,8,16,0,17,23,0,3,3,2,2,2,1,1,0,0,39,D,0.29021382,9.645833,15,0,1,0,0,0,0,0,0,0
7391008,739,BUTERE/M,BUTERE WEST,0,0,0,8,4,12,7,4,29,1,1,0,0,0,0,0,0,0,17,F,-1.05983427,9.645833,2,0,1,0,0,0,0,0,0,0
7391030,739,BUTERE/M,BUTERE WEST,0,0,1,8,4,12,12,2,26,2,3,1,1,0,0,0,0,7,34,D,-0.01661529,9.645833,7,0,1,0,0,0,0,0,0,0
7401049,740,BUTERE/M,BUTERE WEST,1,1,1,8,16,0,9,4,27,1,0,0,0,0,0,0,0,1,19,F,-0.93710263,13.083333,1,0,1,0,0,0,0,0,0,0
7401053,740,BUTERE/M,BUTERE WEST,1,1,1,8,16,0,7,3,30,3,1,0,0,0,0,0,0,1,20,D,-0.87573681,13.083333,4,0,1,0,0,0,0,0,0,0
7401105,740,BUTERE/M,BUTERE WEST,1,1,0,8,10,6,5,15,20,3,3,2,2,3,1,1,0,2,30,D,-0.26207858,13.083333,16,0,1,0,0,0,0,0,0,0
7691014,769,BUTERE/M,KHWISERO WEST,0,0,0,8,16,0,17,23,0,3,1,1,0,2,0,0,0,0,32,D,-0.13934694,NA,7,0,0,0,1,0,0,0,0,0
7701008,770,BUTERE/M,KHWISERO WEST,0,1,0,8,4,12,11,4,25,3,1,0,0,0,0,0,0,1,24,D,-0.63027352,NA,4,0,0,0,1,0,0,0,0,0
7701021,770,BUTERE/M,KHWISERO WEST,0,0,0,8,4,12,7,8,25,0,0,0,0,0,0,0,0,0,15,F,-1.18256592,NA,0,0,0,0,1,0,0,0,0,0
7711003,771,BUTERE/M,KHWISERO WEST,0,0,0,8,16,0,24,16,0,3,2,1,1,1,1,1,0,0,42,C,0.47431128,13,11,0,0,0,1,0,0,0,0,0
