pupilid,schoolid,district,zone,tracking_assigned,tracking_actual,girl,w_correct,w_incorrect,w_missing,s_correct,s_incorrect,s_missing,a1_correct,a2_correct,a3_correct,a4_correct,a5_correct,a6_correct,a7_correct,a8_correct,spelling_correct,total_score,letter_grade,z_score,avg.yrstaught,total_math_score,d.zoneBUTERE EAST,d.zoneBUTERE WEST,d.zoneKABULA,d.zoneKHWISERO WEST,d.zoneMATUNGU,d.zoneMUMIAS EAST,d.zoneMUNICIPALITY,d.zoneSANGALO,d.zoneSOUTH WANGA
4301004,430,BUNGOMA,MUNICIPALITY,1,1,0,0,9,15,2,1,37,0,0,0,0,0,0,0,0,1,3,F,-1.91895578,NA,0,0,0,0,0,0,0,1,0,0
4321003,432,BUNGOMA,MUNICIPALITY,1,1,1,0,0,24,7,8,25,2,2,0,0,0,0,0,0,1,12,F,-1.36666338,18.8,4,0,0,0,0,0,0,1,0,0
4361009,436,BUNGOMA,MUNICIPALITY,1,1,0,0,3,21,4,1,35,1,1,0,0,0,0,0,0,1,7,F,-1.67349249,19,2,0,0,0,0,0,0,1,0,0
4361010,436,BUNGOMA,MUNICIPALITY,1,1,0,0,12,12,7,8,25,3,2,0,0,0,0,0,0,1,13,F,-1.30529756,19,5,0,0,0,0,0,0,1,0,0
4361019,436,BUNGOMA,MUNICIPALITY,1,1,0,0,3,21,6,9,25,3,3,0,0,0,0,0,0,1,13,F,-1.30529756,19,6,0,0,0,0,0,0,1,0,0
4431003,443,BUNGOMA,MUNICIPALITY,0,0,1,0,12,12,4,4,32,2,3,0,2,2,1,0,0,5,19,F,-0.93710263,12.833333,10,0,0,0,0,0,0,1,0,0
4431097,443,BUNGOMA,MUNICIPALITY,0,0,0,0,5,19,7,6,27,2,1,0,0,0,0,0,0,0,10,F,-1.48939503,12.833333,3,0,0,0,0,0,0,1,0,0
4511006,451,BUNGOMA,MUNICIPALITY,0,1,1,0,0,24,3,2,35,2,1,0,0,0,0,0,0,0,6,F,-1.73485832,NA,3,0,0,0,0,0,0,1,0,0
4511055,451,BUNGOMA,MUNICIPALITY,0,0,0,0,4,20,4,3,33,0,0,0,0,0,0,0,0,0,4,F,-1.85758996,NA,0,0,0,0,0,0,0,1,0,0
4521029,452,BUNGOMA,MUNICIPALITY,1,1,0,0,7,17,0,2,38,3,1,0,0,0,0,0,0,1,5,F,-1.79622414,16.666667,4,0,0,0,0,0,0,1,0,0
4561005,456,BUNGOMA,MUNICIPALITY,1,1,0,0,0,24,2,7,31,1,1,0,0,0,0,0,0,1,5,F,-1.79622414,11.2,2,0,0,0,0,0,0,1,0,0
4561009,456,BUNGOMA,MUNICIPALITY,1,1,0,0,0,24,0,0,40,0,0,0,0,0,0,0,0,1,1,F,-2.04168743,11.2,0,0,0,0,0,0,0,1,0,0
4561013,456,BUNGOMA,MUNICIPALITY,1,1,1,0,0,24,7,8,25,0,0,0,0,0,0,0,0,1,8,F,-1.61212667,11.2,0,0,0,0,0,0,0,1,0,0
4561015,456,BUNGOMA,MUNICIPALITY,1,1,NA,0,0,24,0,0,40,0,0,0,0,0,0,0,0,1,1,F,-2.04168743,11.2,0,0,0,0,0,0,0,1,0,0
4561034,456,BUNGOMA,MUNICIPALITY,1,1,1,0,0,24,5,10,25,2,0,0,0,0,0,0,0,1,8,F,-1.61212667,11.2,2,0,0,0,0,0,0,1,0,0
4561049,456,BUNGOMA,MUNICIPALITY,1,1,1,0,3,21,6,4,30,0,0,0,0,0,0,0,0,1,7,F,-1.67349249,11.2,0,0,0,0,0,0,0,1,0,0
4561054,456,BUNGOMA,MUNICIPALITY,1,1,1,0,0,24,15,15,10,0,0,0,0,0,0,0,0,1,16,F,-1.12120009,11.2,0,0,0,0,0,0,0,1,0,0
4561061,456,BUNGOMA,MUNICIPALITY,1,0,1,0,0,24,5,12,23,0,0,0,0,0,0,0,0,1,6,F,-1.73485832,11.2,0,0,0,0,0,0,0,1,0,0
4801001,480,BUNGOMA,SANGALO,0,0,0,0,1,23,7,9,24,3,3,3,1,1,1,0,0,2,21,D,-0.81437098,7.944444,12,0,0,0,0,0,0,0,1,0
4801062,480,BUNGOMA,SANGALO,0,0,1,0,21,3,4,11,25,2,2,1,2,0,0,0,0,0,11,F,-1.42802921,7.944444,7,0,0,0,0,0,0,0,1,0
4801075,480,BUNGOMA,SANGALO,0,0,1,0,0,24,18,12,10,3,3,2,0,0,1,0,0,0,27,D,-0.44617605,7.944444,9,0,0,0,0,0,0,0,1,0
4831035,483,BUNGOMA,SANGALO,0,0,0,0,0,24,1,3,36,0,0,0,0,0,0,0,0,0,1,F,-2.04168743,NA,0,0,0,0,0,0,0,0,1,0
4831108,483,BUNGOMA,SANGALO,0,1,0,0,12,12,0,15,25,0,0,0,0,0,0,0,0,0,0,F,-2.10305325,NA,0,0,0,0,0,0,0,0,1,0
4851023,485,BUNGOMA,SANGALO,0,0,0,0,0,24,0,2,38,0,0,0,0,0,0,0,0,0,0,F,-2.10305325,8.75,0,0,0,0,0,0,0,0,1,0
4851045,485,BUNGOMA,SANGALO,0,0,0,0,3,21,9,6,25,0,0,0,0,0,0,0,0,0,9,F,-1.55076085,8.75,0,0,0,0,0,0,0,0,1,0
4851046,485,BUNGOMA,SANGALO,0,0,0,0,0,24,8,7,25,3,3,0,2,3,0,0,0,5,24,D,-0.63027352,8.75,11,0,0,0,0,0,0,0,1,0
4851053,485,BUNGOMA,SANGALO,0,0,0,0,0,24,11,4,25,1,1,0,0,0,0,0,0,0,13,F,-1.30529756,8.75,2,0,0,0,0,0,0,0,1,0
4851103,485,BUNGOMA,SANGALO,0,0,1,0,2,22,3,4,33,1,0,0,0,0,0,0,0,0,4,F,-1.85758996,8.75,1,0,0,0,0,0,0,0,1,0
4881064,488,BUNGOMA,SANGALO,1,1,0,0,0,24,0,0,40,3,3,1,2,3,0,0,0,5,17,F,-1.05983427,NA,12,0,0,0,0,0,0,0,1,0
4921006,492,BUNGOMA,SANGALO,1,1,1,0,12,12,0,15,25,0,0,0,0,0,0,0,0,1,1,F,-2.04168743,12.8,0,0,0,0,0,0,0,0,1,0
4921023,492,BUNGOMA,SANGALO,1,1,1,0,1,23,0,2,38,0,0,0,0,0,0,0,0,1,1,F,-2.04168743,12.8,0,0,0,0,0,0,0,0,1,0
4951009,495,BUNGOMA,SANGALO,0,1,1,0,1,23,2,0,38,0,0,0,0,0,0,0,0,0,2,F,-1.9803216,NA,0,0,0,0,0,0,0,0,1,0
4951015,495,BUNGOMA,SANGALO,0,0,0,0,0,24,10,20,10,3,1,0,0,0,0,0,0,2,16,F,-1.12120009,NA,4,0,0,0,0,0,0,0,1,0
4951017,495,BUNGOMA,SANGALO,0,1,0,0,12,12,3,6,31,0,2,0,1,0,0,0,0,0,6,F,-1.73485832,NA,3,0,0,0,0,0,0,0,1,0
4951091,495,BUNGOMA,SANGALO,0,0,1,0,6,18,0,5,35,0,0,0,0,0,0,0,0,0,0,F,-2.10305325,NA,0,0,0,0,0,0,0,0,1,0
4951115,495,BUNGOMA,SANGALO,0,0,1,0,18,6,7,8,25,0,0,0,0,0,0,0,0,0,7,F,-1.67349249,NA,0,0,0,0,0,0,0,0,1,0
6681071,668,BUTERE/M,BUTERE EAST,0,0,1,0,0,24,2,1,37,0,0,0,0,0,0,0,0,0,2,F,-1.9803216,4.875,0,1,0,0,0,0,0,0,0,0
6851001,685,BUTERE/M,BUTERE EAST,1,1,0,0,0,24,1,17,22,0,0,0,0,0,0,0,0,1,2,F,-1.9803216,NA,0,1,0,0,0,0,0,0,0,0
6931047,693,BUTERE/M,BUTERE EAST,0,1,1,0,0,24,0,0,40,0,0,0,0,0,0,0,0,0,0,F,-2.10305325,18.722222,0,1,0,0,0,0,0,0,0,0
6951003,695,BUTERE/M,BUTERE EAST,1,1,0,0,0,24,7,6,27,3,2,0,0,0,0,0,0,1,13,F,-1.30529756,NA,5,1,0,0,0,0,0,0,0,0
6991011,699,BUTERE/M,BUTERE WEST,1,1,1,0,0,24,7,3,30,3,3,2,2,0,2,0,0,7,26,D,-0.50754187,NA,12,0,1,0,0,0,0,0,0,0
7081076,708,BUTERE/M,BUTERE WEST,0,0,0,0,24,0,13,17,10,0,0,0,0,0,0,0,0,0,13,F,-1.30529756,12.071429,0,0,1,0,0,0,0,0,0,0
7101059,710,BUTERE/M,BUTERE WEST,0,0,1,0,2,22,7,2,31,2,0,0,0,0,0,0,0,0,9,F,-1.55076085,NA,2,0,1,0,0,0,0,0,0,0
7341020,734,BUTERE/M,BUTERE WEST,1,0,0,0,0,24,3,5,32,3,3,3,2,0,1,1,0,9,25,D,-0.56890769,7.555556,14,0,1,0,0,0,0,0,0,0
7391003,739,BUTERE/M,BUTERE WEST,0,0,0,0,0,24,9,13,18,2,1,0,0,0,0,0,0,0,12,F,-1.36666338,9.645833,3,0,1,0,0,0,0,0,0,0
7391009,739,BUTERE/M,BUTERE WEST,0,0,0,0,4,20,2,7,31,0,0,0,0,0,0,0,0,0,2,F,-1.9803216,9.645833,0,0,1,0,0,0,0,0,0,0
7691059,769,BUTERE/M,KHWISERO WEST,0,0,0,0,0,24,11,14,15,0,0,0,0,0,0,0,0,0,11,F,-1.42802921,NA,0,0,0,0,1,0,0,0,0,0
7701013,770,BUTERE/M,KHWISERO WEST,0,0,0,0,2,22,2,0,38,0,0,0,0,0,0,0,0,0,2,F,-1.9803216,NA,0,0,0,0,1,0,0,0,0,0
7701015,770,BUTERE/M,KHWISERO WEST,0,0,0,0,5,19,0,5,35,0,0,0,0,0,0,0,0,0,0,F,-2.10305325,NA,0,0,0,0,1,0,0,0,0,0
7701016,770,BUTERE/M,KHWISERO WEST,0,0,0,0,3,21,8,7,25,0,0,0,0,0,0,0,0,0,8,F,-1.61212667,NA,0,0,0,0,1,0,0,0,0,0
7701017,770,BUTERE/M,KHWISERO WEST,0,0,0,0,0,24,1,2,37,0,0,0,0,0,0,0,0,0,1,F,-2.04168743,NA,0,0,0,0,1,0,0,0,0,0
7771060,777,BUTERE/M,KHWISERO WEST,0,0,1,0,24,0,11,4,25,2,1,0,0,0,0,0,0,0,14,F,-1.24393174,NA,3,0,0,0,1,0,0,0,0,0
7771064,777,BUTERE/M,KHWISERO WEST,0,0,1,0,24,0,5,10,25,3,3,0,0,0,0,0,0,1,12,F,-1.36666338,NA,6,0,0,0,1,0,0,0,0,0
7771094,777,BUTERE/M,KHWISERO WEST,0,1,0,0,2,22,4,3,33,3,3,1,2,0,0,0,0,1,14,F,-1.24393174,NA,9,0,0,0,1,0,0,0,0,0
7861003,786,BUTERE/M,KHWISERO WEST,0,0,0,0,0,24,0,15,25,0,0,0,0,0,0,0,0,0,0,F,-2.10305325,15.2,0,0,0,0,1,0,0,0,0,0
7861007,786,BUTERE/M,KHWISERO WEST,0,0,0,0,0,24,5,10,25,0,1,0,0,0,0,0,0,0,6,F,-1.73485832,15.2,1,0,0,0,1,0,0,0,0,0
7861013,786,BUTERE/M,KHWISERO WEST,0,0,0,0,24,0,12,3,25,0,0,0,0,0,0,0,0,0,12,F,-1.36666338,15.2,0,0,0,0,1,0,0,0,0,0
7861016,786,BUTERE/M,KHWISERO WEST,0,0,0,0,0,24,8,7,25,0,0,0,0,0,0,0,0,0,8,F,-1.61212667,15.2,0,0,0,0,1,0,0,0,0,0
7861020,786,BUTERE/M,KHWISERO WEST,0,0,0,0,24,0,25,15,0,3,1,0,0,0,0,0,0,0,29,D,-0.32344441,15.2,4,0,0,0,1,0,0,0,0,0
7861025,786,BUTERE/M,KHWISERO WEST,0,0,0,0,24,0,16,14,10,1,0,0,0,0,0,0,0,0,17,F,-1.05983427,15.2,1,0,0,0,1,0,0,0,0,0
7861031,786,BUTERE/M,KHWISERO WEST,0,0,0,0,0,24,2,2,36,2,1,0,0,0,0,0,0,0,5,F,-1.79622414,15.2,3,0,0,0,1,0,0,0,0,0
7861034,786,BUTERE/M,KHWISERO WEST,0,0,1,0,12,12,7,8,25,0,0,0,0,0,0,0,0,0,7,F,-1.67349249,15.2,0,0,0,0,1,0,0,0,0,0
7891011,789,BUTERE/M,KHWISERO WEST,1,1,1,0,0,24,7,8,25,3,1,0,0,0,0,0,0,1,12,F,-1.36666338,12.714286,4,0,0,0,1,0,0,0,0,0
7891035,789,BUTERE/M,KHWISERO WEST,1,0,1,0,0,24,0,0,40,0,0,0,0,0,0,0,0,1,1,F,-2.04168743,12.714286,0,0,0,0,1,0,0,0,0,0
7931018,793,BUTERE/M,KHWISERO WEST,0,0,0,0,1,23,3,3,34,0,0,0,0,0,0,0,0,0,3,F,-1.91895578,8.928571,0,0,0,0,1,0,0,0,0,0
7931052,793,BUTERE/M,KHWISERO WEST,0,0,1,0,0,24,3,2,35,0,0,0,0,0,1,0,0,1,5,F,-1.79622414,8.928571,1,0,0,0,1,0,0,0,0,0
8561008,856,BUTERE/M,MATUNGU,1,1,0,0,1,23,12,24,4,2,2,0,0,0,0,0,0,1,17,F,-1.05983427,1.666667,4,0,0,0,0,1,0,0,0,0
8571017,857,BUTERE/M,MATUNGU,0,0,0,0,19,5,11,29,0,1,2,0,0,0,0,0,0,0,14,F,-1.24393174,NA,3,0,0,0,0,1,0,0,0,0
8571033,857,BUTERE/M,MATUNGU,0,0,0,0,24,0,23,17,0,3,2,1,2,1,1,1,0,0,34,D,-0.01661529,NA,12,0,0,0,0,1,0,0,0,0
8571043,857,BUTERE/M,MATUNGU,0,0,1,0,6,18,4,1,35,1,1,0,0,0,0,0,0,0,6,F,-1.73485832,NA,2,0,0,0,0,1,0,0,0,0
8581034,858,BUTERE/M,MATUNGU,1,1,0,0,0,24,9,16,15,3,1,0,0,0,0,0,0,1,14,F,-1.24393174,10.202381,4,0,0,0,0,1,0,0,0,0
8581053,858,BUTERE/M,MATUNGU,1,1,1,0,0,24,13,17,10,3,1,1,0,0,0,0,0,1,19,F,-0.93710263,10.202381,5,0,0,0,0,1,0,0,0,0
8581063,858,BUTERE/M,MATUNGU,1,1,0,0,0,24,12,13,15,0,0,0,0,0,0,0,0,1,13,F,-1.30529756,10.202381,0,0,0,0,0,1,0,0,0,0
8581149,858,BUTERE/M,MATUNGU,1,1,1,0,24,0,14,26,0,3,1,1,0,1,1,0,0,8,29,D,-0.32344441,10.202381,7,0,0,0,0,1,0,0,0,0
8591002,859,BUTERE/M,MATUNGU,1,1,1,0,0,24,0,0,40,0,0,0,0,0,0,0,0,1,1,F,-2.04168743,9.666667,0,0,0,0,0,1,0,0,0,0
8611002,861,BUTERE/M,MATUNGU,1,1,1,0,0,24,7,8,25,2,3,1,1,0,0,0,0,1,15,F,-1.18256592,NA,7,0,0,0,0,1,0,0,0,0
8611006,861,BUTERE/M,MATUNGU,1,1,1,0,0,24,0,0,40,0,0,0,0,0,0,0,0,1,1,F,-2.04168743,NA,0,0,0,0,0,1,0,0,0,0
8611015,861,BUTERE/M,MATUNGU,1,1,0,0,0,24,7,8,25,3,1,0,0,0,0,0,0,1,12,F,-1.36666338,NA,4,0,0,0,0,1,0,0,0,0
8611019,861,BUTERE/M,MATUNGU,1,1,1,0,0,24,1,0,39,0,1,0,0,0,0,0,0,1,3,F,-1.91895578,NA,1,0,0,0,0,1,0,0,0,0
8611020,861,BUTERE/M,MATUNGU,1,1,1,0,0,24,9,4,27,0,0,0,0,0,0,0,0,1,10,F,-1.48939503,NA,0,0,0,0,0,1,0,0,0,0
8611021,861,BUTERE/M,MATUNGU,1,1,0,0,1,23,5,4,31,2,1,0,0,0,0,0,0,4,12,F,-1.36666338,NA,3,0,0,0,0,1,0,0,0,0
8611027,861,BUTERE/M,MATUNGU,1,0,0,0,12,12,0,22,18,3,3,1,1,0,1,0,0,1,10,F,-1.48939503,NA,9,0,0,0,0,1,0,0,0,0
8621001,862,BUTERE/M,MATUNGU,1,1,1,0,0,24,0,0,40,0,0,0,0,0,0,0,0,1,1,F,-2.04168743,11.125,0,0,0,0,0,1,0,0,0,0
8621006,862,BUTERE/M,MATUNGU,1,1,1,0,0,24,0,0,40,0,0,0,0,0,0,0,0,1,1,F,-2.04168743,11.125,0,0,0,0,0,1,0,0,0,0
8621010,862,BUTERE/M,MATUNGU,1,0,0,0,4,20,0,0,40,0,0,0,0,0,0,0,0,1,1,F,-2.04168743,11.125,0,0,0,0,0,1,0,0,0,0
8631034,863,BUTERE/M,MATUNGU,0,1,0,0,0,24,0,0,40,0,0,0,0,0,0,0,0,0,0,F,-2.10305325,NA,0,0,0,0,0,1,0,0,0,0
8631103,863,BUTERE/M,MATUNGU,0,0,1,0,11,13,2,5,33,0,0,0,0,0,0,0,0,0,2,F,-1.9803216,NA,0,0,0,0,0,1,0,0,0,0
8641013,864,BUTERE/M,MATUNGU,0,0,0,0,3,21,2,1,37,0,0,0,0,0,0,0,0,0,2,F,-1.9803216,NA,0,0,0,0,0,1,0,0,0,0
8661006,866,BUTERE/M,MATUNGU,1,1,0,0,0,24,0,0,40,0,0,0,0,0,0,0,0,1,1,F,-2.04168743,14.8,0,0,0,0,0,1,0,0,0,0
8711026,871,BUTERE/M,MATUNGU,0,0,0,0,0,24,3,1,36,0,0,0,0,0,0,0,0,0,3,F,-1.91895578,4.571429,0,0,0,0,0,1,0,0,0,0
8711047,871,BUTERE/M,MATUNGU,0,1,1,0,5,19,0,0,40,1,0,0,0,0,0,0,0,0,1,F,-2.04168743,4.571429,1,0,0,0,0,1,0,0,0,0
8721030,872,BUTERE/M,MATUNGU,0,1,1,0,4,20,1,4,35,3,2,1,2,1,0,0,0,2,12,F,-1.36666338,NA,9,0,0,0,0,1,0,0,0,0
8721093,872,BUTERE/M,MATUNGU,0,0,1,0,0,24,0,0,40,0,0,0,0,0,0,0,0,0,0,F,-2.10305325,NA,0,0,0,0,0,1,0,0,0,0
8721098,872,BUTERE/M,MATUNGU,0,1,1,0,7,17,15,15,10,3,1,3,1,0,2,1,0,0,26,D,-0.50754187,NA,12,0,0,0,0,1,0,0,0,0
8731098,873,BUTERE/M,MATUNGU,0,1,1,0,12,12,21,19,0,0,0,0,0,0,0,0,0,0,21,D,-0.81437098,18.666667,0,0,0,0,0,1,0,0,0,0
8811056,881,BUTERE/M,MATUNGU,0,0,1,0,2,22,22,18,0,1,0,0,0,0,0,0,0,0,23,D,-0.69163934,NA,1,0,0,0,0,1,0,0,0,0
8831009,883,BUTERE/M,MATUNGU,1,1,0,0,12,12,0,8,32,0,0,0,0,0,0,0,0,1,1,F,-2.04168743,13.416667,0,0,0,0,0,1,0,0,0,0
8831069,883,BUTERE/M,MATUNGU,1,1,1,0,3,21,4,0,36,3,1,0,0,0,0,0,0,1,9,F,-1.55076085,13.416667,4,0,0,0,0,1,0,0,0,0
8871001,887,BUTERE/M,MATUNGU,1,1,0,0,4,20,3,2,35,0,0,0,0,0,0,0,0,1,4,F,-1.85758996,NA,0,0,0,0,0,1,0,0,0,0
8871003,887,BUTERE/M,MATUNGU,1,0,0,0,5,19,2,2,36,2,2,1,0,0,0,0,0,1,8,F,-1.61212667,NA,5,0,0,0,0,1,0,0,0,0
8871015,887,BUTERE/M,MATUNGU,1,1,1,0,6,18,11,4,25,3,0,0,1,0,0,0,0,1,16,F,-1.12120009,NA,4,0,0,0,0,1,0,0,0,0
8871021,887,BUTERE/M,MATUNGU,1,1,0,0,0,24,10,5,25,3,3,1,2,0,0,0,0,2,21,D,-0.81437098,NA,9,0,0,0,0,1,0,0,0,0
8871029,887,BUTERE/M,MATUNGU,1,0,1,0,12,12,17,8,15,3,2,0,1,0,0,0,0,1,24,D,-0.63027352,NA,6,0,0,0,0,1,0,0,0,0
8871050,887,BUTERE/M,MATUNGU,1,1,1,0,12,12,19,11,10,3,3,0,0,0,1,0,0,1,27,D,-0.44617605,NA,7,0,0,0,0,1,0,0,0,0
8901023,890,BUTERE/M,MATUNGU,0,0,1,0,0,24,2,3,35,3,3,0,0,0,0,0,0,0,8,F,-1.61212667,NA,6,0,0,0,0,1,0,0,0,0
8931052,893,BUTERE/M,MATUNGU,0,0,1,0,1,23,7,5,28,0,0,0,0,0,0,0,0,0,7,F,-1.67349249,13.666667,0,0,0,0,0,1,0,0,0,0
8931119,893,BUTERE/M,MATUNGU,0,1,1,0,1,23,11,4,25,2,0,0,0,0,0,0,0,0,13,F,-1.30529756,13.666667,2,0,0,0,0,1,0,0,0,0
8951007,895,BUTERE/M,MATUNGU,0,1,1,0,0,24,8,7,25,0,0,0,0,0,0,0,0,0,8,F,-1.61212667,9.8,0,0,0,0,0,1,0,0,0,0
8951008,895,BUTERE/M,MATUNGU,0,0,1,0,0,24,1,3,36,0,0,0,0,0,0,0,0,0,1,F,-2.04168743,9.8,0,0,0,0,0,1,0,0,0,0
8951009,895,BUTERE/M,MATUNGU,0,0,1,0,0,24,0,0,40,3,3,1,2,2,0,0,0,0,11,F,-1.42802921,9.8,11,0,0,0,0,1,0,0,0,0
8951022,895,BUTERE/M,MATUNGU,0,0,1,0,0,24,11,19,10,1,1,0,0,0,0,0,0,0,13,F,-1.30529756,9.8,2,0,0,0,0,1,0,0,0,0
8951026,895,BUTERE/M,MATUNGU,0,0,1,0,0,24,4,8,28,2,0,0,0,0,0,0,0,0,6,F,-1.73485832,9.8,2,0,0,0,0,1,0,0,0,0
8951032,895,BUTERE/M,MATUNGU,0,0,1,0,0,24,5,5,30,2,0,0,0,0,0,0,0,0,7,F,-1.67349249,9.8,2,0,0,0,0,1,0,0,0,0
8951044,895,BUTERE/M,MATUNGU,0,0,1,0,0,24,14,6,20,2,1,0,0,0,0,0,0,0,17,F,-1.05983427,9.8,3,0,0,0,0,1,0,0,0,0
8951502,895,BUTERE/M,MATUNGU,0,0,1,0,0,24,0,0,40,3,3,3,1,0,1,1,0,0,12,F,-1.36666338,9.8,13,0,0,0,0,1,0,0,0,0
8951590,895,BUTERE/M,MATUNGU,0,0,0,0,0,24,15,15,10,0,0,0,0,0,0,0,0,0,15,F,-1.18256592,9.8,0,0,0,0,0,1,0,0,0,0
8951595,895,BUTERE/M,MATUNGU,0,0,1,0,0,24,3,4,33,2,1,0,0,0,0,0,0,0,6,F,-1.73485832,9.8,3,0,0,0,0,1,0,0,0,0
8971020,897,BUTERE/M,MATUNGU,1,0,1,0,1,23,0,0,40,0,0,0,0,0,0,0,0,1,1,F,-2.04168743,13.010417,0,0,0,0,0,1,0,0,0,0
8981014,898,BUTERE/M,MATUNGU,0,0,1,0,0,24,16,9,15,1,1,0,0,0,0,0,0,0,18,F,-0.99846845,10.333333,2,0,0,0,0,1,0,0,0,0
8981037,898,BUTERE/M,MATUNGU,0,0,0,0,0,24,0,0,40,0,0,0,0,0,0,0,0,0,0,F,-2.10305325,10.333333,0,0,0,0,0,1,0,0,0,0
9381002,938,BUTERE/M,MUMIAS EAST,0,0,1,0,0,24,0,0,40,0,0,0,0,0,0,0,0,0,0,F,-2.10305325,20.571429,0,0,0,0,0,0,1,0,0,0
9381012,938,BUTERE/M,MUMIAS EAST,0,0,1,0,0,24,6,5,29,0,0,0,1,0,0,0,0,0,7,F,-1.67349249,20.571429,1,0,0,0,0,0,1,0,0,0
9381102,938,BUTERE/M,MUMIAS EAST,0,0,0,0,0,24,4,0,36,0,0,0,0,0,0,0,0,0,4,F,-1.85758996,20.571429,0,0,0,0,0,0,1,0,0,0
9421003,942,BUTERE/M,MUMIAS EAST,1,0,1,0,0,24,0,1,39,0,0,0,0,0,0,0,0,1,1,F,-2.04168743,NA,0,0,0,0,0,0,1,0,0,0
9451021,945,BUTERE/M,MUMIAS EAST,0,0,1,0,0,24,0,0,40,0,0,0,0,0,0,0,0,0,0,F,-2.10305325,6.25,0,0,0,0,0,0,1,0,0,0
9461051,946,BUTERE/M,MUMIAS EAST,1,1,1,0,0,24,4,7,29,2,2,0,0,1,0,0,0,1,10,F,-1.48939503,16.833333,5,0,0,0,0,0,1,0,0,0
9531007,953,BUTERE/M,MUMIAS EAST,1,1,1,0,0,24,0,0,40,0,0,0,0,0,0,0,0,1,1,F,-2.04168743,13.4,0,0,0,0,0,0,1,0,0,0
9571018,957,BUTERE/M,MUMIAS EAST,0,0,0,0,0,24,0,15,25,0,0,0,0,0,0,0,0,0,0,F,-2.10305325,3.5,0,0,0,0,0,0,1,0,0,0
9571038,957,BUTERE/M,MUMIAS EAST,0,0,0,0,0,24,3,5,32,1,1,0,0,0,0,0,0,0,5,F,-1.79622414,3.5,2,0,0,0,0,0,1,0,0,0
9611071,961,BUTERE/M,SOUTH WANGA,0,0,1,0,0,24,3,12,25,0,0,0,0,0,0,0,0,1,4,F,-1.85758996,NA,0,0,0,0,0,0,0,0,0,1
9641004,964,BUTERE/M,SOUTH WANGA,1,1,1,0,0,24,8,6,26,2,0,0,0,0,0,0,0,2,12,F,-1.36666338,8.333333,2,0,0,0,0,0,0,0,0,1
9641024,964,BUTERE/M,SOUTH WANGA,1,1,1,0,6,18,14,23,3,0,0,0,0,0,0,0,0,1,15,F,-1.18256592,8.333333,0,0,0,0,0,0,0,0,0,1
9661050,966,BUTERE/M,SOUTH WANGA,0,0,1,0,0,24,18,12,10,3,3,1,1,2,0,0,0,0,28,D,-0.38481023,4.875,10,0,0,0,0,0,0,0,0,1
9661052,966,BUTERE/M,SOUTH WANGA,0,0,1,0,12,12,13,13,14,2,3,0,0,0,0,0,0,0,18,F,-0.99846845,4.875,5,0,0,0,0,0,0,0,0,1
9691062,969,BUTERE/M,SOUTH WANGA,0,0,0,0,3,21,1,2,37,2,2,0,0,0,0,0,0,0,5,F,-1.79622414,NA,4,0,0,0,0,0,0,0,0,1
9721014,972,BUTERE/M,SOUTH WANGA,0,0,0,0,12,12,5,3,32,0,0,0,0,0,0,0,0,0,5,F,-1.79622414,NA,0,0,0,0,0,0,0,0,0,1
9781035,978,BUTERE/M,SOUTH WANGA,1,1,0,0,0,24,19,17,4,0,0,0,0,0,0,0,0,1,20,D,-0.87573681,2,0,0,0,0,0,0,0,0,0,1
10081042,1008,BUNGOMA,KABULA,0,0,1,0,0,24,12,13,15,0,0,0,0,0,0,0,0,0,12,F,-1.36666338,14.454545,0,0,0,1,0,0,0,0,0,0
10131004,1013,BUNGOMA,KABULA,0,0,0,0,11,13,11,14,15,2,1,0,0,0,0,0,0,0,14,F,-1.24393174,NA,3,0,0,1,0,0,0,0,0,0
10131010,1013,BUNGOMA,KABULA,0,0,0,0,12,12,15,15,10,3,2,0,1,0,0,0,0,0,21,D,-0.81437098,NA,6,0,0,1,0,0,0,0,0,0
10131075,1013,BUNGOMA,KABULA,0,1,0,0,12,12,11,19,10,0,0,0,0,0,0,0,0,0,11,F,-1.42802921,NA,0,0,0,1,0,0,0,0,0,0
10141006,1014,BUNGOMA,KABULA,1,1,0,0,0,24,2,7,31,3,1,0,0,0,0,0,0,1,7,F,-1.67349249,11.071429,4,0,0,1,0,0,0,0,0,0
10141031,1014,BUNGOMA,KABULA,1,1,1,0,0,24,7,8,25,3,2,1,1,2,0,0,0,2,18,F,-0.99846845,11.071429,9,0,0,1,0,0,0,0,0,0
10141048,1014,BUNGOMA,KABULA,1,1,1,0,0,24,6,9,25,3,0,1,0,0,0,0,0,1,11,F,-1.42802921,11.071429,4,0,0,1,0,0,0,0,0,0
10141055,1014,BUNGOMA,KABULA,1,1,1,0,0,24,5,5,30,0,3,0,2,0,0,0,0,1,11,F,-1.42802921,11.071429,5,0,0,1,0,0,0,0,0,0
10201002,1020,BUNGOMA,KABULA,1,1,0,0,12,12,7,8,25,1,1,0,0,0,0,0,0,1,10,F,-1.48939503,NA,2,0,0,1,0,0,0,0,0,0
10201012,1020,BUNGOMA,KABULA,1,0,1,0,4,20,4,6,30,3,2,0,0,0,0,0,0,1,10,F,-1.48939503,NA,5,0,0,1,0,0,0,0,0,0
